id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1400277712468467713,Thu Jun 03 02:26:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cebong betina ini goblok banget ya...ok klw lu asumsi ya begitu kasus korupsi bansos Jokowi harus di priksa juga dong dia yg tanda tangan keluar ya APBN untuk bansos https://t.co/X19LwGHM64,cebong betina bodoh banget ok asumsi kasus korupsi bansos jokowi periksa tanda tangan keluar apbn bansos,in,0,0,KurniawanZidha2,False,,,,
1400276840913149957,Thu Jun 03 02:23:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Semoga beneran pungli bisa diberantas dengan adanya UU Ciptaker
#omnibuslaw https://t.co/NyK5d2z9kj",semoga beneran pungli diberantas uu ciptaker,in,0,0,NoerRahmi6,False,omnibuslaw,,,
1400259089133756418,Thu Jun 03 01:12:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YG PUNYA TANAH INDONESIA

YG PUNYA DUIT CINO, 
YG PUNYA PROYEK CINO, 
YG BANGUN CINO, 
YG KERJA CINO, 
YG UNTUNG CINO 

YG BANGGA CEBONG😛😛",tanah indonesiayg duit cino proyek cino bangun cino kerja cino untung cino bangga cebong,in,0,0,mhmfikri,,,,"Jakarta, Indonesia",
1400235986206879744,Wed Jun 02 23:40:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MikhaelKosem @fikri_arif @CNNIndonesia @mohmahfudmd @jokowi @MataNajwa @sudjiwotedjo @sahabatICW @KPK_RI @DPR_RI @Yusrilihza_Mhd @Fahrihamzah Wkwkwk, logika cebong dungu gini nih.  
Pertanyaan tes nya gak relevan cuy, jawabannya juga mana, gak jelas, gak transparan.
Coba gw tanya, lu pilih Al Qur'an apa Pancasila??",wkwkwk logika cebong dungu gini tes nya tidak relevan cuy jawabannya tidak tidak transparan coba pilih al qur an pancasila,in,2,0,Amer_onet,,,"MikhaelKosem, fikri_arif, CNNIndonesia, mohmahfudmd, jokowi, MataNajwa, sudjiwotedjo, sahabatICW, KPK_RI, DPR_RI, Yusrilihza_Mhd, Fahrihamzah",,
1400217735422832640,Wed Jun 02 22:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ChusnulCh__ @prabowo Mo kadrun mo cebong kek, Indonesia ancur semua juga yg rugi",kadrun cebong indonesia hancur rugi,in,0,0,forpoetri,,,"ChusnulCh__, prabowo","West Java, Indonesia",
1400210045934084098,Wed Jun 02 21:57:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@eko_kuntadhi di era SBY Indonesia tentram Ga ada fitna ga ada narasi pepesan kosong.
Hingga Datangnya Pangeran Kodok dr solo mengendarai mobil esemka dengan Pasukan Cebongnya.
bermain sehingga Indonesia sekarang penuh Propaganda,penuh Fitnah, dan penuh Adu domba dr buzzer cebong.",era sby indonesia tentram ga fitna ga narasi pepesan kosong hingga datangnya pangeran kodok dr solo mengendarai mobil esemka pasukan cebongnya bermain indonesia penuh propaganda penuh fitnah penuh adu domba dr buzzer cebong,in,0,0,RyanIskandarJr1,,,eko_kuntadhi,"Cibinong, Indonesia",
1400204142421811201,Wed Jun 02 21:34:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@KPK_RI @PutraWadapi Para cebong bani bipang berharap beud gubernur indonesia ditangkap...
Wkwkwk

Sakit hati Pilkada2018 blm hilang trnyata, baperannya awet 🤣🤣

#BaniBipang keren",cebong bani bipang berharap banget gubernur indonesia ditangkap wkwkwksakit hati pemilihan kepala daerah hilang trnyata baperannya awet keren,in,0,0,arulelreal,,BaniBipang,"KPK_RI, PutraWadapi",,
1400190851142144001,Wed Jun 02 20:41:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@nung_306 @jokowi Oo.! Itu termasuk cebong setengah mateng..
Krn rezim ini tdk mempan dgn kritik keras..
Buktinya TKA dari tahun lalu dah dikritik jg tetep gak mandek..",oo cebong mateng rezim tidak mempan kritik keras buktinya tka deh dikritik tidak mandek,in,1,0,GhoibLurah,,,"nung_306, jokowi",,
1400189783201120257,Wed Jun 02 20:37:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @NurmansyahAffa1: @nung_306 @jokowi Anda sudah punya DNA Cebong...sulit jadi Kadrun....biar saya aja sama kawan-kawan oposisi lainnya,dna cebong sulit kadrun biar kawan kawan oposisi,in,0,1,herna_setiawan,,,"NurmansyahAffa1, nung_306, jokowi",,
1400182515562795009,Wed Jun 02 20:08:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@gratias_15 @MUIPusat @jokowi @mohmahfudmd @Kemenag_RI @Kemdikbud_RI @addiems Kalau dalam al quran emang haram tapi music yang seperti apa dulu?
Kalau gak tau al quran bagus diam jangan urus akidah orang",dalam al quran haram music tidak al quran bagus diam urus akidah,in,0,0,laknat_cebong,,,"gratias_15, MUIPusat, jokowi, mohmahfudmd, Kemenag_RI, Kemdikbud_RI, addiems","Jakarta Pusat, DKI Jakarta",
1400180864030363649,Wed Jun 02 20:01:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@blankoncoklat @AdiHidayatLcMa @TofaTofa_id Lu emng goblok 
Tau gak indonesia membantu palestina tahun 2019 berapa milyar ?
Apa lu gak minta bukti transfer nya ke pemerintahan juga 🤣🤣🤣",memang bodoh tidak indonesia palestina milyar tidak bukti transfer nya pemerintahan,in,1,0,laknat_cebong,,,"blankoncoklat, AdiHidayatLcMa, TofaTofa_id","Jakarta Pusat, DKI Jakarta",
1400119294768283650,Wed Jun 02 15:57:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nung_306 @jokowi Bani DUNG DUNG PRET, DUNG DUNG PRET , ADA CEBONG DIBILANG KAMPRET",bani dung dung pret dung dung pret cebong dibilang sialan,tl,1,0,itsreev_,,,"nung_306, jokowi","Kota Surabaya, Jawa Timur",
1400113885475065861,Wed Jun 02 15:35:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@__RismaWidiono_ @ganjarpranowo Omong kosong @ganjarpranowo Bisa membumikan PANCASILA,,kalau dia berkoalisi dengan @PKSejahtera .

Kalian para cebong idiot itu,,,HALU.

@jokowi Aja melempem kok soal pancasila,,wong wakilnya INTOLERAN.",omong kosong membumikan pancasila berkoalisi cebong idiot halu melempem pancasila wakilnya intoleran,in,0,0,chandrajuni82,,,"__RismaWidiono_, ganjarpranowo, ganjarpranowo, PKSejahtera, jokowi","Kota Pematang Siantar,SUMUT",
1400107516927909889,Wed Jun 02 15:10:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@yoga_b8888 Cebong pki KOMUNIS latnatuwlloh pejajah  NKRI rampok copet NKR duwit rakyat Indonesia 🤜🚾🚾🐕‍🦺🐕‍🦺😁😁 https://t.co/p1we99L9SG,cebong pki komunis latnatuwlloh pejajah nkri rampok copet nkr duwit rakyat indonesia,in,0,0,N27347054,False,,yoga_b8888,,
1400103311492059137,Wed Jun 02 14:53:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @350Indonesia: Mimin sungguh patah hati, gaes..💔

#greenwashing #p4g #krisisiklim #climatecrisis #jokowi #divestnow #jokowi #indonesia #…",mimin sungguh patah hati gaes,in,0,1,levboyaburakab,,"greenwashing, p4g, krisisiklim, climatecrisis, jokowi, divestnow, jokowi, indonesia",350Indonesia,Indonesia,
1400103212863029254,Wed Jun 02 14:53:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@R4hmanSumpeno @pendekar58 @maspiyuaja @houschen cuma mau bilang, begitulah kedubes kita di saudi. 2020 gw pernah ngalami bagaimana ancurnya kelakuan kedubes dan ormas perwakilan Indonesia di saudi, saking gedegnye gw ampe bilang itu kedubes isinye cebong semua. karena emang kelakuannye persis cebong akut dipilpres. 😀😂😝",bilang kedutaan besar saudi ngalami ancurnya kelakuan kedutaan besar ormas perwakilan indonesia saudi saking gedegnye ampe bilang kedutaan besar isinye cebong kelakuannye persis cebong akut dipilpres,in,0,0,Dirwan_Rosdi,,,"R4hmanSumpeno, pendekar58, maspiyuaja, houschen",,
1400098161637527555,Wed Jun 02 14:33:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@anti_jijikcabul @Dennysiregar7 Umat denny serigar ade armando abu janda dewi tanjung tedy kusnadi ferdinand ruhut sitompul klompok bani bipang. Denny serigar klo ahok menang mau makan tainya ahox ...dn  klompok cebong seluruh indonesia udh klaparan ga ada bansos😭😭😭,umat denny serigar ade armando abu janda dewi tanjung tedy kusnadi ferdinand ruhut sitompul klompok bani bipang denny serigar ahok menang makan tainya ahox dn klompok cebong indonesia klaparan ga bansos,in,0,0,Permenk08085112,,,"anti_jijikcabul, Dennysiregar7",,
1400095135006822407,Wed Jun 02 14:21:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@4l_4limuali @prakatakata @alextham878 @prie_slo Pak Iki tak nei duit ,loh mas Iki kan uduk tanggungan mu.. Ben anakku sek nanggung..
Rapopo pak aku sodaqoh ,😀😀😀
Wong Indonesia sek di cap sodaqoh kok di gambleh i 🤣🤣🤣 nek ORA cebong Yo sopo meneh... Wkwkwk",iki tidak nei duit loh mas iki kan uduk tanggungan mu ben anakku sek nanggung rapopo sodaqoh indonesia sek cap sodaqoh gambleh i nek ora cebong sopo meneh wkwkwk,in,0,0,Ariepra29884950,,,"4l_4limuali, prakatakata, alextham878, prie_slo",Indonesia,
1400094259789762567,Wed Jun 02 14:17:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@KasmaraJohan @aniesbaswedan Foto profilnya  kok ngak ada mata sama hidung kayak cebong,foto profilnya ngak mata hidung kayak cebong,in,0,0,aku_indonesia_1,,,"KasmaraJohan, aniesbaswedan",.,
1400093146571182080,Wed Jun 02 14:13:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NcuhiRiwo: Berita 27/04/2020
Omnibus Law Legalkan Penggunaan Ijazah dan Gelar Palsu? #OmnibusLaw via @jpnncom https://t.co/2CAeWq4U0L…",berita omnibus law legalkan ijazah gelar palsu via,in,0,9,zal_4d3k,False,OmnibusLaw,"NcuhiRiwo, jpnncom",,
1400090855529058308,Wed Jun 02 14:04:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NcuhiRiwo: Berita 27/04/2020
Omnibus Law Legalkan Penggunaan Ijazah dan Gelar Palsu? #OmnibusLaw via @jpnncom https://t.co/2CAeWq4U0L…",berita omnibus law legalkan ijazah gelar palsu via,in,0,9,AryaJaliteng,False,OmnibusLaw,"NcuhiRiwo, jpnncom",,
1400090159731789829,Wed Jun 02 14:01:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Duncorlenon #mositidakpercaya,,und,0,0,nandahmad,,mositidakpercaya,Duncorlenon,,
1400085905277218821,Wed Jun 02 13:44:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @lendirisme: Kumpulan footage
#tolakomnisbuslaw 
#MosiTidakPercaya https://t.co/S3hMAvueoQ",kumpulan footage,en,0,8,dmsdwky_,False,"tolakomnisbuslaw, MosiTidakPercaya",lendirisme,"Moskva, Russia Federation",
1400085276370767878,Wed Jun 02 13:41:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mimin sungguh patah hati, gaes..💔

#greenwashing #p4g #krisisiklim #climatecrisis #jokowi #divestnow #jokowi #indonesia #batubara #kalimantan #uuciptakerja #omnibuslaw https://t.co/BEL5ANPfbd",mimin sungguh patah hati gaes,in,4,1,350Indonesia,False,"greenwashing, p4g, krisisiklim, climatecrisis, jokowi, divestnow, jokowi, indonesia, batubara, kalimantan, uuciptakerja, omnibuslaw",,Indonesia,
1400081044397645824,Wed Jun 02 13:25:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mau nanya ni man teman klu dulu kita dukung jokowi di namain cebong sama kadrun ....klu dukung ganjar kita di namain ap ya 😅😅😅😅😀😀😀😬😬,man teman klu dukung jokowi namain cebong kadrun klu dukung ganjar namain,in,0,0,CiptoWahyu4,,,,Jakarta Timur Indonesia,
1400068870812037120,Wed Jun 02 12:36:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dhianprass @eko_kuntadhi Tandanya buzzerRP  sirik, donasi tdk, tp sirik dgn duit or, rakyat Indonesia lbh percaya dgn UAH, dr pada dgn buzzerRP  cebong, rezim jahat.",tandanya buzzerrp sirik donasi tidak sirik duit or rakyat indonesia lbh percaya uah dr buzzerrp cebong rezim jahat,in,0,0,Susi08516272,,,"dhianprass, eko_kuntadhi",,
1400068060535410691,Wed Jun 02 12:33:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@eko_kuntadhi @Dyananjani89 BuzzerRP Haram, sirik ciri gk mampu, rakyat Indonesia lbh percaya dgn UAH, dr pada lu, buzzerRP  cebong",buzzerrp haram sirik ciri gk rakyat indonesia lbh percaya uah dr buzzerrp cebong,in,0,0,Susi08516272,,,"eko_kuntadhi, Dyananjani89",,
1400064892346847233,Wed Jun 02 12:20:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@geloraco Garuda Indonesia Punya Utang Rp70 Triliun, Yenni Wahid: Waktu Saya Masuk Hutang Sudah 20 Triliun
""Horeee.... Garuda untung 50T....""
Teriak anak-anak cebong 🤣
#DPRMandul",garuda indonesia utang rp triliun yenni wahid masuk hutang triliun horeee garuda untung t teriak anak anak cebong,in,0,0,rendy_jrsi,,DPRMandul,geloraco,Indonesia,
1400062400200577025,Wed Jun 02 12:11:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Mars_Sahsa @rahmaelin2 @EdiMahaMG @marSyaheedAS @jokowi @aniesbaswedan Cuwitan bang edi sebenarnya nyindir Wiwi sbg presiden..
Karena BUMN itu relate ke presiden..
Tapi Bang edi sengaja pilih Diksi Gubernur DKI &amp; menggunakan Komparasi antara WIWI &amp; Anies..biar terlihat buat para cebong IQ 200 sekolam seolah memuji Wiwi &amp; menghujat Anies ..begitu mas",cuwitan bang edi nyindir wiwi sbg presiden bumn relate presiden bang edi sengaja pilih diksi gubernur dki amp menggunakan komparasi wiwi amp anies biar cebong iq sekolam memuji wiwi amp menghujat anies mas,in,0,0,PubicHairOfAbah,,,"Mars_Sahsa, rahmaelin2, EdiMahaMG, marSyaheedAS, jokowi, aniesbaswedan",,
1400058110744485891,Wed Jun 02 11:54:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hahaha ini 1 lagi cebong goblok nya kelewatan, baru ini ada BUMN dibawah Gubernur 😀 @jokowi sebagai Gubernur Pak @SBYudhoyono Presiden makanya BUMN untung nah sekarang siapa Presiden nya bong 😂 https://t.co/h3Ofig8sDR",hahaha cebong bodoh nya kelewatan bumn dibawah gubernur gubernur presiden bumn untung presiden nya bong,in,0,0,Jundull01297171,False,,"jokowi, SBYudhoyono",,
1400057844632748035,Wed Jun 02 11:52:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dpr main aman 
Politik tarik ulur...
@Mositidakpercaya kpd @dpr
Naise👏👏
#DPRMandul 
#DPRMandul https://t.co/wT5akPN3G4",main aman politik tarik ulur,in,0,0,87Kidna,False,"DPRMandul, DPRMandul","DPR, DPR",,
1400051092566597638,Wed Jun 02 11:26:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @shadowjsuh: DPR Cancelled 
DPR Problematic 
DPR Pengkhianat
DPR Pembohong

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#Mos…",dpr cancelled dpr problematic dpr pengkhianatdpr pembohong,in,0,15,pengabdihyunjin,,"GagalkanOmnibusLaw, JegalSampaiGagal, JEGALSAMPAIBATAL",shadowjsuh,,
1400039976193069064,Wed Jun 02 10:41:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@LagiAkunku @musniumar Hahahahahaha.....! Kata2 cebong brasal dari Amien rais,ketika menghina jokowi! Masih di pakai sampai sekarang! Kelihatan sekali moralnya",hahahahahaha cebong brasal amien rais menghina jokowi pakai moralnya,in,1,0,Lovin06339556,,,"LagiAkunku, musniumar",,
1400030230178254849,Wed Jun 02 10:03:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sudah gak percaya

tagarnya aja #MosiTidakPercaya https://t.co/qFEjasz8Lk",tidak percayatagarnya,in,0,0,strike_bravo_b,False,MosiTidakPercaya,,Indonesia ,
1400028210713165825,Wed Jun 02 09:55:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PonAzira @iyo_azza @naval_tedy @TofaTofa_id Tolol
Dia janji sama seluruh rakyat bukan janji sama pendukungnya aja

Karna dia presiden indonesia bukan presiden cebong

Tolol diborong semua :))",tololdia janji rakyat bukan janji pendukungnya ajakarna presiden indonesia bukan presiden cebongtolol diborong,in,2,0,Bipang_ambawang,,,"PonAzira, iyo_azza, naval_tedy, TofaTofa_id",,
1400019481640927234,Wed Jun 02 09:20:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ProfesorZubairi Iya benar prof Indonesia emang belum dewasa berdemokrasi...beda pilihan politik langsung dicap radikal, Taliban, HTI anti NKRI, dan pihak satunya ngatain PKI cebong dll...udh ngk sehat ...",benar prof indonesia dewasa berdemokrasi beda pilihan politik dicap radikal taliban hti anti nkri satunya ngatain pki cebong dan lain-lain ngk sehat,in,0,0,Risdiyan,,,ProfesorZubairi,Seluruh indonesia,
1400012330000257024,Wed Jun 02 08:52:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @nung_306: Kalau saya katakan ""saya mendukung Pak @jokowi &amp; saya berharap beliau menjalankan pemerintahan sesuai harapan rakyat, tapi sa…",katakan mendukung amp berharap menjalankan pemerintahan harapan rakyat sa,in,0,11,Opposite2009,,,"nung_306, jokowi",Indonesia,
1400010660331679745,Wed Jun 02 08:45:27 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @halimazahraa: #IndonesiaAmanDamai kalau Jokowi-Prabowo 2024 berduet. tak ada polarisasi politik dan cebong-kammpret.
#IndonesiaAmanDama…",jokowi prabowo berduet tidak polarisasi politik cebong kammpret,in,0,4,MantanAsmoro,,IndonesiaAmanDamai,halimazahraa,,
1400008967464488960,Wed Jun 02 08:38:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,AlvinoFranky,,IndonesiaAmanDamai,KAfwiansyah,,
1400008458192125956,Wed Jun 02 08:36:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,AsgafHengky,,IndonesiaAmanDamai,KAfwiansyah,,
1400008105329451012,Wed Jun 02 08:35:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,IndraPr41,,IndonesiaAmanDamai,KAfwiansyah,,
1400007983648710656,Wed Jun 02 08:34:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EagleReaper01: Orang yg mengkafir2kan orang lain orang lain disebut takfiri
.
.
.
Orang yg meRADIKAL2kan orang lain disebut cebong peka…",mengkafir kan takfiri meradikal kan cebong peka,in,0,1,EagleReaper01,,,EagleReaper01,🟥⬛⬜🟩🇵🇸,
1400007494877937669,Wed Jun 02 08:32:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,jefri_alhidayat,,IndonesiaAmanDamai,KAfwiansyah,,
1400007404771704833,Wed Jun 02 08:32:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#DukungUAH
Pengen Viral Elo Yah... 
Oke Ane bantu viralin ya coy.. @jnongjong ‼️

Bajingan ini orang, bangunin singa dzikir.. ‼️

Bagi yg punya akun tiktok silahkan kunjungi akun tiktoknya @zeroo_1933

#PresidenWajibDiganti  
#MosiTidakPercaya

#FreeHabibRizieqShihab https://t.co/5WTml1qJfL",viral elo yah oke ane bantu viralin coy bajingan bangunin singa dzikir akun tiktok silahkan kunjungi akun tiktoknya,in,0,0,BadalKhobar1,False,"DukungUAH, PresidenWajibDiganti, MosiTidakPercaya, FreeHabibRizieqShihab",jnongjong,,
1400007238698168324,Wed Jun 02 08:31:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,LandungTriono,,IndonesiaAmanDamai,KAfwiansyah,,
1400006852570619905,Wed Jun 02 08:30:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,DickyAryo4,,IndonesiaAmanDamai,KAfwiansyah,"Bandar Lampung, Lampung",
1400006644503695367,Wed Jun 02 08:29:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KAfwiansyah: banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai…",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,0,7,AnggaC07,,IndonesiaAmanDamai,KAfwiansyah,"Bandung Wetan, Indonesia",
1400005332655505414,Wed Jun 02 08:24:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JaeludinRahman: Sudah jelas hilang cebong dan kampret jika pak Jokowi berpasangan dengan Prabowo maju bersama di pilpres 2024 #Indonesi…,hilang cebong sialan jokowi berpasangan prabowo maju pilpres,in,0,3,AkangAbdul33,,,JaeludinRahman,DKI Jakarta,
1400005253903183875,Wed Jun 02 08:23:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JaeludinRahman: Bersatunya Jokowi-Prabowo di pilpres 2024 insyaallah cebong dan kampret bisa lenyap dan tidak ada lagi terpecah belah a…,bersatunya jokowi prabowo pilpres insyaallah cebong sialan lenyap tidak terpecah belah a,in,0,3,AkangAbdul33,,,JaeludinRahman,DKI Jakarta,
1400005136521392132,Wed Jun 02 08:23:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @halimazahraa: #IndonesiaAmanDamai kalau Jokowi-Prabowo 2024 berduet. tak ada polarisasi politik dan cebong-kammpret.
#IndonesiaAmanDama…",jokowi prabowo berduet tidak polarisasi politik cebong kammpret,in,0,4,AkangAbdul33,,IndonesiaAmanDamai,halimazahraa,DKI Jakarta,
1400005032540397568,Wed Jun 02 08:23:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Dennysiregar7 @KPK_RI @KemenBUMN Jilat truss...mana tau Jokowi mengangkat mu jadi cawapres...dasar cebong bajingan https://t.co/wR754XFyI4,jilat truss jokowi mengangkat mu cawapres dasar cebong bajingan,in,0,0,ErwinShah19,False,,"Dennysiregar7, KPK_RI, KemenBUMN",,
1400004599394623498,Wed Jun 02 08:21:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","banyak efek positif jika Jokowi-Prabowo 2024 bersatu. salah satunya label cebong-kampret akan lenyap.
#IndonesiaAmanDamai #IndonesiaAmanDamai https://t.co/9IDtJkiAbM",efek positif jokowi prabowo bersatu salah satunya label cebong sialan lenyap,in,7,7,KAfwiansyah,False,"IndonesiaAmanDamai, IndonesiaAmanDamai",,,
1400004408071516160,Wed Jun 02 08:20:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aku sudah muak dg istilah cebong-kampret. semoga Jokowi-Prabowo 2024 bersatu agar istilah cebong-kampret hilang dari Indonesia.
#IndonesiaAmanDamai 
#IndonesiaAmanDamai
https://t.co/uWkg61rSV6",muak dg istilah cebong sialan semoga jokowi prabowo bersatu istilah cebong sialan hilang indonesia,in,0,0,KAfwiansyah,False,"IndonesiaAmanDamai, IndonesiaAmanDamai",,,
1400004276051660802,Wed Jun 02 08:20:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nung_306 @jokowi Di sini bukan masalah cebong ato pun kadrun ,tapi mendukung orang yg gagal 2x dan 2x pulak menghianati rakyat membuat negara ini hancur dgn di jual nya aset2 penting negara ,apa situ waras?",bukan cebong kadrun mendukung gagal x x pulak menghianati rakyat membuat negara hancur jual nya aset negara situ waras,in,0,0,q8een_,,,"nung_306, jokowi",23.106.56.38:443⌗q8een_,
1400003464558616577,Wed Jun 02 08:16:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bersatunya Jokowi-Prabowo di pilpres 2024 insyaallah cebong dan kampret bisa lenyap dan tidak ada lagi terpecah belah antar pihak #IndonesiaAmanDamai #IndonesiaAmanDamai https://t.co/K97u4rOTHE,bersatunya jokowi prabowo pilpres insyaallah cebong sialan lenyap tidak terpecah belah,in,0,0,LandungTriono,False,"IndonesiaAmanDamai, IndonesiaAmanDamai",,,
